tahun;kecamatan ;desa ;tgl kejadian;jenis bencana;jumlah kejadian;korban jiwa;ruksak berat;ruksak sedang;rusak rigan
2022;Singajaya;Sukawangi;15/07/2022;Tanah Longsor;1;6;3;;
2022;Singajaya;Mekartani;15/07/2022;Tanah Longsor;1;;;;
2022;Singajaya;Pancasura;15/07/2022;Tanah Longsor;1;;;;
2022;Singajaya;Ciudian;15/07/2022;Banjir;1;27;4;;
2022;Cigedug;Barusuda;15/07/2022;Banjir;2;84;;1;
2022;Cigedug;Cigedug;15/07/2022;Banjir;1;144;;;
2022;Cigedug;Sindangsari;15/07/2022;Banjir;1;;;;
2022;Samarang;Cintarasa;15/07/2022;Tanah Longsor;4;12;;;1
2022;Samarang;Sukalaksana;15/07/2022;Tanah Longsor;3;3;;;1
2022;Samarang;Sirnasari;15/07/2022;Banjir;1;267;;;
2022;Samarang;Cintaasih;15/07/2022;Banjir;1;;;;
2022;Samarang;Samarang;15/07/2022;Banjir;3;126;;;
2022;Samarang;Cintakarya;15/07/2022;Banjir;1;3;;2;
2022;Samarang;Cisarua;15/07/2022;Tanah Longsor;1;;;;
2022;Samarang;Cintarakyat;15/07/2022;Banjir;1;;;;
2022;Samarang;Sukarasa;15/07/2022;Banjir;1;;3;3;1
2022;Sukaresmi;Mekarjaya;04/08/2022;Tanah Longsor;1;3;;;
2022;Cibalong;Sagara;11/08/2022;Tanah Longsor;1;15;;;
2022;Cibalong;Mekarwangi;11/08/2022;Tanah Longsor;1;;;;
2022;Pameungpeuk;Bojong;05/09/2022;Tanah Longsor;1;;;;
2022;Pamulihan;Linggarjati;07/09/2022;Tanah Longsor;1;3;;;
2022;Cisompet;Panyindangan;08/09/2022;Tanah Longsor;1;22;;;
2022;Karangpawitan;Situsari;08/09/2022;Tanah Longsor;1;;;;
2022;Cihurip;Jayamukti;09/09/2022;Tanah Longsor;1;8;;;
2022;Cisompet;Sindangsari;09/09/2022;Tanah Longsor;1;;;;
2022;Pasirwangi;Sarimukti;10/09/2022;Tanah Longsor;1;;;;
2022;Leles;Haruman;10/09/2022;Lainnya;1;6;1;;
2022;Banjarwangi;Bojong;11/09/2022;Banjir;1;20;;;
2022;Cilawu;Karyamekar;11/09/2022;Tanah Longsor;1;6;;1;
2022;Bayongbong;Sukasenang;11/09/2022;Tanah Longsor;1;2;;;
2022;Cilawu;Sukatani;11/09/2022;Tanah Longsor;1;;;;
2022;Cikajang;Keramatwangi;12/09/2022;Tanah Longsor;1;;;;
2022;Selaawi;Samida, Pelita Asih;13/09/2022;Angin Puting Beliung;1;28;;;
2022;Cikelet;Cigadog;17/09/2022;Angin Puting Beliung;1;3;;;
2022;Cilawu;Sukamaju;18/09/2022;Tanah Longsor;1;;;;
2022;Karangpawitan;Godog, Tanjungsari;21/09/2022;Angin Puting Beliung;1;126;;;
2022;Pameungpeuk;Mandalakasih;22/09/2022;Banjir Bandang;1;1302;2;8;
2022;Pameungpeuk;Paas;22/09/2022;Banjir Bandang;1;862;1;;
2022;Pameungpeuk;Sirnabakti;22/09/2022;Banjir Bandang;1;617;;11;4
2022;Pameungpeuk;Pameungpeuk;22/09/2022;Banjir Bandang;1;763;;;10
2022;Pameungpeuk;Bojong Kidul;22/09/2022;Banjir Bandang;1;147;1;;
2022;Pameungpeuk;Bojong Kaler;22/09/2022;Banjir Bandang;1;;;;
2022;Cisompet;Sukamukti;22/09/2022;Tanah Longsor;1;2;1;;
2022;Cisompet;Sukamukti;22/09/2022;Banjir Bandang;1;;;;
2022;Cisompet;Sukanagara;22/09/2022;Tanah Longsor;1;85;;;
2022;Cisompet;Sukanagara;22/09/2022;Banjir Bandang;1;;;;
2022;Cisompet;Neglasari;22/09/2022;Tanah Longsor;1;;;;
2022;Cisompet;Cihaurkuning;22/09/2022;Tanah Longsor;1;;;;
2022;Cisompet;Cihaurkuning;22/09/2022;Banjir Bandang;1;;;;
2022;Cisompet;Jatisari;22/09/2022;Tanah Longsor;1;;;;
2022;Cisompet;Sindangsari;22/09/2022;Tanah Longsor;1;;;;
2022;Cisompet;Margamulya;22/09/2022;Tanah Longsor;1;;;;
2022;Cisompet;Margamulya;22/09/2022;Banjir Bandang;1;;;;
2022;Cisompet;Panyindangan;22/09/2022;Banjir Bandang;1;;;;
2022;Cibalong;Mekarmukti;22/09/2022;Banjir Bandang;1;4;;;
2022;Cibalong;Mekarsari;22/09/2022;Banjir Bandang;1;;;;
2022;Cibalong;Mekarwangi;22/09/2022;Tanah Longsor;1;;;;
2022;Cibalong;Simpang;22/09/2022;Banjir Bandang;1;;;;
2022;Banjarwangi;Jayabakti;22/09/2022;Tanah Longsor;1;17;;;
2022;Singajaya;Singajaya;22/09/2022;Tanah Longsor;1;19;;;1
2022;Singajaya;Karangagung;22/09/2022;Tanah Longsor;1;1;;;1
2022;Singajaya;Sukawangi;22/09/2022;Tanah Longsor;1;4;;;
2022;Singajaya;Pancasura;22/09/2022;Tanah Longsor;1;25;;;
2022;Singajaya;Sukamulya;22/09/2022;Tanah Longsor;1;7;;;2
2022;Singajaya;Ciudian;22/09/2022;Tanah Longsor;1;32;;;
2022;Singajaya;Girimukti;22/09/2022;Tanah Longsor;1;;;;
2022;Karangpawitan;Lebak Agung;28/09/2022;Tanah Longsor;1;2;;;
2022;Cisompet;Sindangsari;29/09/2022;Tanah Longsor;1;;;;
2023;Banjarwangi;Banjarwangi;03/01/2023;Gempa Bumi ;1;2;;;1
2023;Malangbong;Girimakmur;08/01/2023;Tanah Longsor;1;3;;;
2023;Peundeuy;Peundeuy;09/01/2023;Tanah Longsor;1;_;;;
2023;Bl. Limbangan;Ciwangi;19/01/2023;Tanah Longsor;1;_;;;
2023;Pamulihan;Pakenjeng;20/01/2023;Tanah Longsor;1;4;;;
2023;Pamulihan;Linggarjati;20/01/2023;Tanah Longsor;1;_;;;
2023;Bungbulang;Mekarjaya;20/01/2023;Banjir;1;23;;;
2023;Bungbulang;Gunamekar;20/01/2023;Banjir;1;_;;;
2023;Mekarmukti;Jagabaya;20/01/2023;Banjir;1;4;;;
2023;Bungbulang;Cihikeu;20/01/2023;Tanah Longsor;1;3;;;1
2023;Pakenjeng;Depok;20/01/2023;Tanah Longsor;1;3;;;
2023;Garut Kota;Cimuncang;21/01/2023;Tanah Longsor;1;3;;;1
2023;Cibatu;Karyamukti;25/01/2023;Tanah Longsor;1;4;;;
2023;Pamulihan;Pananjung;26/01/2023;Tanah Longsor;1;5;;;
2023;Malangbong;Cibunar;28/01/2023;Cuaca Ekstrim;1;3;1;;
2023;Singajaya;Karangagung;29/01/2023;Tanah Longsor;1;;;;
2023;Singajaya;Parakan;01/02/2023;Gempa Bumi;1;44;2;3;39
2023;Singajaya;Cisarua;00/01/1900;Gempa Bumi;1;115;8;17;90
2023;Singajaya;Sukarasa;00/01/1900;Gempa Bumi;1;8;;;8
2023;Singajaya;Samarang;00/01/1900;Gempa Bumi;1;2;1;;1
2023;Singajaya;Sukakarya;00/01/1900;Gempa Bumi;1;1;;1;
2023;Singajaya;Tanjungkarya;00/01/1900;Gempa Bumi;1;2;1;1;
2023;Pasirwangi;Pasirwangi;00/01/1900;Gempa Bumi;1;53;;1;39
2023;Pasirwangi;Padawaas;00/01/1900;Gempa Bumi;1;398;1;15;168
2023;Pasirwangi;Karyamekar;00/01/1900;Gempa Bumi;1;15;;1;9
2023;Pasirwangi;Barusari;00/01/1900;Gempa Bumi;1;284;6;18;71
2023;Pasirwangi;Padamulya;00/01/1900;Gempa Bumi;1;13;;;10
2023;Talegong;Selaawi;04/02/2023;Anging Puting Beluing;1;4;;1;
2023;Banjarwangi;Tanjungjaya;09/02/2023;Anging Puting Beluing;1;11;;;3
2023;Banyuresmi;Dangdeur;18/02/2023;Cuaca Ekstrim;1;81;;;13
2023;Banyuresmi;Binakarya;18/02/2023;Cuaca Ekstrim;1;4;;;1
2023;Cisompet;Panyindangan;19/02/2023;Pergerakan Tanah;1;;;;1
2023;Talegong;Sukamulya;19/02/2023;Tanah Longsor;1;;;;
2023;Cilawu;Dawungsari;24/02/2023;Tanah Longsor;1;1;;1;
2023;Tarogong Kaler;Langeunsari;08/03/2023;Banjir;1;;;;
2023;;Jati;00/01/1900;Banjir;1;35;;;
2023;Garut Kota;Margawati;08/03/2023;Tanah Longsor;1;;;;
2023;Karangtengah;Caringin;08/03/2023;Tanah Longsor;1;2;;;1
2023;Pasirwangi;Padamulya;08/03/2023;Tanah Longsor;1;;;;
2023;;Sirnajaya;00/01/1900;Tanah Longsor;1;;;;
2023;Tarogong Kidul;Sukakarya;08/03/2023;Banjir ;1;;;;
2023;Tarogong Kidul;Sukajaya;00/01/1900;Banjir ;1;;;;
2023;Tarogong Kidul;Haurpanggung;00/01/1900;Banjir ;1;;;;
2023;Banyuresmi;Sukasenang;08/03/2023;Banjir ;1;222;;;
2023;Cilawu;Dangiang;17/03/2023;Angin Puting Beliung;1;1;;;1
2023;Pasirwangi;Padaawas;17/03/2023;Banjir;1;30;;;
2023;Cibalong;Karyamukti;17/03/2023;Banjir;1;95;;;
2023;Cibatu;Keresek;18/03/2023;Tanah Longsor;1;;;;
2023;Selaawi;Mekarsari;20/03/2023;Tanah Longsor;1;;;;
2023;Banjarwangi;Kadongdong;21/03/2023;Angin Puting Beliung;1;;;;
2023;Cilawu;Mekarsari;22/03/2023;Tanah Longsor;1;4;;;1
2023;Karangtengah;Caringin;26/03/2023;Tanah Longsor;1;;;;
2023;Cikajang;Girijaya;27/03/2023;Tanah Longsor;1;10;;;3
2023;Caringin;Purbayani;29/03/2023;Angin Puting Beliung;1;4;;;1
2023;Banyuresmi;Sukamukti;29/03/2023;Banjir;1;80;;;
2023;;Sukaratu;00/01/1900;Banjir;1;14;;;
2023;;Sukalaksana;00/01/1900;Banjir;1;45;;;
2023;Bayongbong;Karyajaya;29/03/2023;Banjir;1;6;;;
2023;Bayongbong;Sukarame;00/01/1900;Banjir;1;9;;;
2023;Bayongbong;Salakuray;00/01/1900;Banjir;1;11;;;
2023;Bayongbong;Sirnagalih;00/01/1900;Banjir;1;3;;;
2023;Cikajang;Cikajang;29/03/2023;Tanah Longsor;1;7;;;1
2023;Talegong;Mekarmulya;29/03/2023;Tanah Longsor;1;;;;
2023;Talegong;Sukamulya;10/04/2023;Tanah Longsor;1;;;;
2023;Karangpawitan;Karangpawitan;12/04/2023;Lain-Lain (Hidrometeorologi);1;15;;;4
2023;Cibalong;Mekarsari;14/04/2023;Lain-Lain (Hidrometeorologi);1;;;;
2023;Selaawi;Cirapuhan;15/04/2023;Lain-Lain (Hidrometeorologi);1;4;;;
2023;Pasirwangi;Sirnajaya;15/04/2023;Tanah Longsor;1;;;;
2023;Kersamanah;Kersamanah;16/04/2023;Angin Puting Beliung;1;22;;;5
2023;Kersamanah;Nanjungjaya;00/01/1900;Angin Puting Beliung;;28;;;7
2023;Selaawi;Mekarsari;16/04/2023;Angin Puting Beliung;1;4;;;1
2023;Bayongbong;Arjasari;16/04/2023;Lain-Lain (Hidrometeorologi);1;3;;;1
2023;Selaawi;Mekarsari;16/04/2023;Lain-Lain (Hidrometeorologi);1;24;;;7
2023;Sukawening;Sukasono;16/04/2023;Banjir;1;19;;;1
2023;Samarang;Cisaarua;24/04/2023;Tanah Longsor;1;;;;
2023;Cilawu;Sukamaju;25/04/2023;Tanah Longsor;1;4;;;
2023;Samarang;Cipancer;25/04/2023;Tanah Longsor;1;7;;;
2023;Cikelet;Pamalayan;25/04/2023;Orang Tenggelam;1;;;;
2023;Talegong;Sukalaksana;26/04/2023;Orang Tenggelam;1;;;;
2023;Tarogong Kaler;Tanjung Kemuning;26/04/2023;Banjir;1;;;;
2023;Talegong;Sukalaksana;26/04/2023;Tanah Longsor;1;4;;;1
2023;Leles;Margaluyu;26/04/2023;Tanah Longsor;1;5;;;1
2023;Talegong;Sukamulya;26/04/2023;Tanah Longsor;1;;;;
2023;Tarogong Kaler;Sirnajaya;26/04/2023;Tanah Longsor;1;;;;
2023;Pasirwangi;Pasirwangi;27/04/2023;Tanah Longsor;1;5;;;
2023;Talegong;Mekarmukti;28/04/2023;Tanah Longsor;1;;;;
2023;Singajaya;Karangagung;28/04/2023;Tanah Longsor;1;3;;;1
2023;Pameungpeuk;Msncsgshsr;28/04/2023;Orang Tenggelam;1;;;;
2023;Pameungpeuk;Msncsgshsr;29/04/2023;Orang Tenggelam;1;;;;
2023;Pamulihan;Pakenjeng;29/04/2023;Tanah Longsor;1;;;;
2023;Cikajang;Margamulya;29/04/2023;Banjir;1;27;;;
2023;Singajaya;Karangagung;29/04/2023;Tanah Longsor;1;3;;;1
2023;Cisurupan;Cisurupan;29/04/2023;Tanah Longsor;1;4;;;
2023;Banjarwangi;Jayabakti;29/04/2023;Tanah Longsor;1;9;;;
2023;Banjarwangi;Bojong;29/04/2023;Tanah Longsor;1;7;;;
2023;Banjarwangi;Dangiang;29/04/2023;Tanah Longsor;1;8;;;
2023;Kadungora;Hegarsari;30/04/2023;Tanah Longsor;1;14;;;3
2023;Singajaya;Karangagung;30/04/2023;Tanah Longsor;1;;;;
2023;Banyuresmi;Sukalaksana;02 Mei 2023;Banjir;1;19;;;
2023;Banyuresmi;Sukaraja;02 Mei 2023;Tanah Longsor;1;;;;
2023;Samarang;Tanjungkarya;02 Mei 2023;Tanah Longsor;1;3;;;
2023;Pasirwangi;Karyamekar;03 Mei 2023;Tanah Longsor;1;14;;;1
2023;Pasirwangi;Karyamekar;04 Mei 2023;Banjir;1;42;;3;6
2023;Pasirwangi;Padaawas;04 Mei 2023;Tanah Longsor;1;;;;
2023;Cilawu;Sukamaju;04 Mei 2023;Lain-Lain;1;;;;
2023;Tarogong Kidul;Sukajaya;04 Mei 2023;Tanah Longsor;1;6;;;2
2023;Sukaresmi;Sukajaya;04 Mei 2023;Tanah Longsor;1;;;;
2023;Selaawi;Cirapuhan;04 Mei 2023;Tanah Longsor;1;;;;
2023;Cilawu;Sukamaju;05 Mei 2023;Tanah Longsor;1;;;;
2023;Samarang;Cisarua;06 Mei 2023;Tanah Longsor;1;172;;5;
2023;Sucinaraja;Cigadog;07 Mei 2023 ;Tanah Longsor;1;16;1;;
2023;Tarogong Kidul;Haurpanggung;24 Mei 2023;Kebakaran Rumah;1;;;;
2023;Leuwigoong;Leuwigoong;02 Juni 2023;Orang Tenggelam;1;;;;
2023;Pamulihan;Pakenjeng;05 Juni 2023;Kebakaran Rumah;1;1;1;;
2023;Leuwigoong;Dungusiku;06 Juni 2023 ;Kebakaran Rumah;1;_;3;;
2023;Karangpawitan;Situsaeur;07 Juni 203;Kebakaran Rumah;1;;1;;
2023;Pasirwangi;Talaga;07 Juni 2023 ;Tanah Longsor;1;;;;
2023;Pasirwangi;Pasirwangi;10 Juni 2023 ;Tanah Longsor;1;;;;
2023;Banyuresmi;Karyasari;11 Juni 2023;Kebakaran Rumah;1;2;1;;
2023;Samarang;Tanjungkarya;11 Juni 2023;Kebakaran Rumah;1;1;1;;
2023;Singajaya;Sukawangi;13 Juni 2023;Tanah Longsor;1;3;;1;
2023;Singajaya;Singajaya;13 Juni 2023;Kebakaran Rumah;1;;;;1
2023;Bungbulang;Bojong;14 Juni 2023;Kebakaran Rumah;1;;;1;1
2023;Selaawi;Samida;26 Juni 2023;Cuaca Ekstrim;1;5;;;
2023;Garut Kota ;Muarasanding;21 Juni 2023;Tanah Longsor;1;;;;
2023;Cibalong;Simpang;07 Juli 2023;Tanah Longsor;1;36;;;1
2023;Singajaya;Pancasura;07 Juli 2023;Tanah Longsor;1;2;;;1
2023;Singajaya;Singajaya;7 Juli 2023;Tanah Longsor;1;4;;;1
2023;Singajaya;Girimukti;7 Juli 2023;Cuaca Ekstrim;1;12;1;;2
2023;Cilawu;Cilawu;7 Juli 2023;Tanah Longsor;1;;;;
2023;Cilawu;Sukamaju;7 Juli 2023;Tanah Longsor;1;4;;;
2023;Peundeuy;Sukanagara;8 Juli 2023;Tanah Longsor;1;1;;;
2023;Banjarwangi;Dangiang;9 Juli 2023;Tanah Longsor;1;7;;;2
2023;Malangbong;Citeras;28 Juli 2023;Kekeringan;1;;;;
2023;Tarogong Kaler;Rancabango;03 Agustus 2023;Kebakaran Hutan;1;;;;
2023;Cigedug;Cintanagara;18 Agusutus 2023 ;Kekeringan;1;970;;;
2023;Tarogong Kaler;Rancabango;19 Agustus 2023 ;Kebakaran Hutan;1;;;;
2023;Tarogong Kaler;Cimanganteun;22 Agustus 2023;Kebakaran Hutan;1;;;;
2023;Peundeuy;Peundeuy;27 Agustus 2023 ;Tanah Longsor;1;36;;;
2023;Banjarwangi;Banjarwangi;28 Agustus 2023;Tanah Longsor;1;;;;
2023;Banjarwangi;Banjarwangi;28 Agustus 2023 ;Tanah Longsor;1;;;;
2023;Cigedug;Sindangsari;29/08/2023;Kekeringan;1;7858;;;
2023;Cigedug;Cintanagara;29/08/2023;Kekeringan;1;3647;;;
2023;Malangbong;Citeras;29/08/2023;Kekeringan;1;783;;;
2023;Malangbong;Cibunar;30/08/2023;Kekeringan;1;786;;;
2023;Malangbong;Sukajaya;31/08/2023;Kekeringan;1;2556;;;
2023;Malangbong;Sukawayana;31/08/2023;Kekeringan;1;939;;;
2023;Malangbong;Cilampuyang;31/08/2023;Kekeringan;1;750;;;
2023;Pakenjeng;Talagawangi;31/08/2023;Kekeringan;1;;;;
2023;Pakenjeng;Depok;31/08/2023;Kekeringan;1;1890;;;
2023;Pakenjeng;Wangunjaya;31/08/2023;Kekeringan;1;;;;
2023;Peundeuy;Toblog;31/08/2023;Kekeringan;1;1340;;;
2023;Peundeuy;Pangrumasan;31/08/2023;Kekeringan;1;450;;;
2023;Peundeuy;Peundeuy;02/09/2023;Kekeringan;1;575;;;
2023;Peundeuy;Saribakti;03/09/2023;Kekeringan;1;2865;;;
2023;Sukawening;Sukasono;04/09/2023;Kekeringan;1;600;;;
2023;Sukawening;Sukaluyu;05/09/2023;Kekeringan;1;1572;;;
2023;Sukawening;Sukahaji;06/09/2023;Kekeringan;1;405;;;
2023;Sukawening;Maripari;07/09/2023;Kekeringan;1;870;;;
2023;Pamengpeuk;Bojong Kidul;08/09/2023;Kekeringan;1;22;;;
2023;Pamengpeuk;Bojong ;09/09/2023;Kekeringan;1;410;;;
2023;B. Limbangan;Limbangan timur;10/09/2023;Kekeringan;1;555;;;
2023;B. Limbangan;Limbangan Tengah;11/09/2023;Kekeringan;1;255;;;
2023;B. Limbangan;Ciwangi;12/09/2023;Kekeringan;1;150;;;
2023;Kadungora;Hengarsari;13/09/2023;Kekeringan;1;1500;;;
2023;Kadungora;Kadungora;14/09/2023;Kekeringan;1;300;;;
2023;Kadungora;Cisaat ;15/09/2023;Kekeringan;1;150;;;
2023;Kadungora;Harumansari;16/09/2023;Kekeringan;1;240;;;
2023;Cikelet;Cijambe;17/09/2023;Kekeringan;1;300;;;
2023;Cikelet;Cigadog;18/09/2023;Kekeringan;1;241;;;
2023;Cilawu;Dawungsari;19/09/2023;Kekeringan;1;640;;;
2023;Cilawu;Cilawu;20/09/2023;Kekeringan;1;668;;;
2023;Pasirwangi;Padamukti;21/09/2023;Kekeringan;1;324;;;
2023;Pasirwangi;Sarimukti;22/09/2023;Kekeringan;1;2115;;;
2023;Pasirwangi;Barusari;23/09/2023;Kekeringan;1;480;;;
2023;Pasirwangi;Pasirkiamis;24/09/2023;Kekeringan;1;1278;;;
2023;Pasirwangi;Pasirwangi;25/09/2023;Kekeringan;1;60;;;
2023;Selaawi;Cigawir;26/09/2023;Kekeringan;1;750;;;
2023;Sucinaraja;Sukalaksana;27/09/2023;Kekeringan;1;2255;;;
2023;Cibiuk;Cibiuk Kaler;28/09/2023;Kekeringan;1;1608;;;
2023;Cibiuk;Cipareuan;29/09/2023;Kekeringan;1;465;;;
2023;Singajaya;Ciudian;30/09/2023;Kekeringan;1;360;;;
2023;Singajaya;Cigintung;30/09/2023;Kekeringan;1;374;;;
2023;Singajaya;Pancasura;30/09/2023;Kekeringan;1;153;;;
2023;Singajaya;Singajaya;30/09/2023;Kekeringan;1;178;;;
2023;Singajaya;Sukamulya;30/09/2023;Kekeringan;1;177;;;
2023;Singajaya;Sukawangi;30/09/2023;Kekeringan;1;445;;;
2023;Caringin;Cimahi;30/09/2023;Kekeringan;1;1920;;;
2023;Caringin;Purbayani;30/09/2023;Kekeringan;1;4460;;;
2023;Caringin;Samuderajaya;30/09/2023;Kekeringan;1;3460;;;
2023;Caringin;Indralayang;30/09/2023;Kekeringan;1;3485;;;
2023;Kersamanah;Nanjungjaya;30/09/2023;Kekeringan;1;10251;;;
2023;Kersamanah;Kersamanah;30/09/2023;Kekeringan;1;2011;;;
2023;Kersamanah;Sukamaju;30/09/2023;Kekeringan;1;2368;;;
2023;Cisompet;Panyindangan;30/09/2023;Kekeringan;1;4062;;;
2023;Cisompet;Depok;30/09/2023;Kekeringan;1;459;;;
2023;Cisompet;Sukamukti;30/09/2023;Kekeringan;1;1044;;;
2023;Cisompet;Cisompet;30/09/2023;Kekeringan;1;1200;;;
2023;Cisompet;Cihaurkuning;30/09/2023;Kekeringan;1;1704;;;
2023;Cisompet;Sukanagara;30/09/2023;Kekeringan;1;763;;;
2023;Karangpawitan;Godog;30/09/2023;Kekeringan;1;180;;;
2023;Karangpawitan;Situgede;30/09/2023;Kekeringan;1;540;;;
2023;Karangpawitan;Karangpawitan;30/09/2023;Kekeringan;1;360;;;
2023;Karangpawitan;Lengkongjaya;30/09/2023;Kekeringan;1;390;;;
2023;Karangpawitan;Mekarsari;30/09/2023;Kekeringan;1;495;;;
2023;Karangpawitan;Sindanglaya;30/09/2023;Kekeringan;1;750;;;
2023;Tarogong Kaler;Pasawahan;30/09/2023;Kebakaran Hutan;1;;;;
2023;Tarogong Kaler;Mekarjaya;30/09/2023;Kebakaran Hutan;1;;;;
2023;Sukawening;Sukaluyu;30/09/2023;Kebakaran Hutan;1;;;;
2023;Cibatu;Wanakerta;30/09/2023;Kebakaran Hutan;1;;;;
2023;Cibatu;Karyamukti;30/09/2023;Kebakaran Hutan;1;;;;
2023;Garut Kota;Sukakarya;01 Oktober 2023;Kebakaran Rumah;1;;;;
2023;Malangbong;Cinagara;03 Oktober 2023;Tanah Longsor;1;;;;
2023;Samarang;Sukarasa;04 Oktober 2023;Kebakaran Hutan;1;;;;
2023;Peundeuy;Peundeuy;5 Oktober 2023;Cuaca Ekstrim;1;;;;
2023;Cilawu;Sukamurni;17 Oktober 2023;Pergerakan Tanah;1;;;;
2023;Sucinaraja;TegalPanjang;17 Oktober 2023;Pergerakan Tanah;1;;;;
2023;Limbangan;Dunguswiru;18 Oktober 2023;Anging Puting Beliung;1;;;;
2023;Cisurupan;Situsari;19 Oktober 2023;Gempa Bumi;1;;;;
2023;Bayongbong;Sukareme;21 Oktober 2023;TPT Ambruk;1;;;;
2023;Cisurupan;G. Papandayan;22 Oktober 2023;Kebakaran Hutan;1;;;;
2023;Garut Kota;Muarasanding;01/11/2023;Cuaca Ekstrim;1;;;;
2023;Tarogong Kidul;Sukabakti;03/11/2023;Angin Puting Beliung;1;16;;;
2023;Cilawu;Kolot;03/11/2023;Tanah Longsor;1;5;;;
2023;Tarogong Kidul;Jayawaras;05/11/2023;Cuaca Ekstrim;1;;;;
2023;Bungbulang;Bungbulang;12/11/2023;Tanah Longsor;1;;;;
2023;Cisewu;Pamalayan;12/11/2023;Tanah Longsor;1;4;;;
2023;Cisewu;Sukajaya;12/11/2023;Tanah Longsor;1;;;;
2023;Bungbulang;Wangunjaya;14/11/2023;Tanah Longsor;1;;;;
2023;Cibalong;Maroko;15/11/2023;Tanah Longsor;5;29;;;
2023;Cibalong;Najaten;15/11/2023;Tanah Longsor;3;136;;;
2023;Cibalong;Najaten;00/01/1900;Banjir;1;122;;;
2023;Cibalong;Simpang;15/11/2023;Tanah Longsor;3;21;;;
2023;Cibalong;Sancang;15/11/2023;Tanah Longsor;1;;;;
2023;Singajaya;Mekartani;16/11/2023;Tanah Longsor;1;43;;;
2023;Tarogong Kidul;Sukajaya;16/11/2023;Tanah Longsor;1;;;;
2023;Pamulihan;Garumukti;30/11/2023;Tanah Longsor;1;;;;
2023;Wanaraja;Cinunuk;30/11/2023;Tanah Longsor;1;8;;;
2023;Sukawening;Sudalarang;30/11/2023;Cuaca Ekstrim;1;;;;
2023;Tarogong Kaler;Sirnajaya;30/11/2023;Banjir;1;10;;;
2023;Cikajang;Cipangramatan;30/11/2023;Tanah Longsor;1;5;;;
2023;Karangpawitan;Jatisari;30/11/2023;Cuaca Ekstrim;1;3;;;
2023;Banjarwangi;Tanjungjaya;30/11/2023;Tanah Longsor;1;;;;
2023;Bungbulang;Mekarbakti;30/11/2023;Tanah Longsor;1;;;;
2023;Bungbulang;Cihikeu;30/11/2023;Tanah Longsor;1;;;;
2023;Bungbulang;Bojong;30/11/2023;Tanah Longsor;1;;;;
2023;Karangtengah;Cintamanik;30/11/2023;Tanah Longsor;1;;;;
2023;Cisompet;Neglasari;30/11/2023;Tanah Longsor;1;6;;;
2023;Pakenjeng;Sukamulya;30/11/2023;Tanah Longsor;1;10;;;
2023;Pakenjeng;Sukamulya;30/11/2023;Tanah Longsor;1;;;;
2023;Pakenjeng;Depok;30/11/2023;Tanah Longsor;1;;;;
2023;Pakenjeng;Wangunjaya;30/11/2023;Tanah Longsor;1;;;;
2023;Cilawu;Sukamurni;30/11/2023;Tanah Longsor;1;6;;;
2023;Cihurip;Cihurip;30/11/2023;Cuaca Ekstrim;1;;;;
2023;Cisompet;Neglasari;01/12/2023;Tanah Longsor;1;6;;;
2023;Cihurip;Cihurip;01/12/2023;Tanah Longsor;1;21;;;
2023;Singajaya;Ciudian;01/12/2023;Tanah Longsor;1;;;;
2023;Singajaya;Karangagung;01/12/2023;Tanah Longsor;1;;;;
2023;Sukaresmi;Padamukti;01/12/2023;Tanah Longsor;1;;;;
2023;Malangbong;Cikarag;01/12/2023;Tanah Longsor;1;;;;
2023;Banjarwangi;Tanjungjaya;01/12/2023;Tanah Longsor;1;;;;
2023;Karangpawitan;Jatisari;01/12/2023;Cuaca Ekstrim;1;3;;1;
2023;Cisurupan;Tambakjaya;04/12/2023;Cuaca Ekstrim;1;6;;;
